Country,2020/04/06 17:24:01,2020/04/06 20:46:16,2020/04/07 15:34:17,2020/04/07 20:50:58,2020/04/08 08:52:04,2020/04/08 09:16:27,2020/04/08 10:08:06,2020/04/08 10:12:31,2020/04/09 13:57:23,2020/04/10 10:13:21,2020/04/10 16:03:43,2020/04/11 10:14:07,2020/04/12 10:14:59,2020/04/16 12:26:48,2020/04/17 10:18:45,2020/04/18 10:19:16,2020/04/19 10:20:04,2020/04/20 10:20:53,2020/04/21 10:21:13,2020/04/22 10:21:19,2020/04/23 10:21:37,2020/04/24 10:21:55,2020/04/25 10:22:32,2020/04/26 10:22:43,2020/04/27 10:23:05,2020/04/28 10:23:16,2020/04/29 10:23:43,2020/04/30 10:24:24,2020/05/01 10:24:46,2020/05/02 10:24:51,2020/05/03 10:24:55,2020/05/04 10:25:42,2020/05/05 10:25:33,2020/05/06 10:26:04,2020/05/07 10:26:50,2020/05/08 10:27:44,2020/05/09 10:28:06,2020/05/10 10:28:51
Benin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19474.0
Haiti,247.0,247.0,247.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,365.0,365.0,365.0,365.0,365.0,498.0,498.0,618.0,642.0,642.0,690.0,719.0,719.0,769.0,776.0,776.0,776.0,827.0,848.0,848.0,935.0,1026.0,1037.0,1091.0,1142.0,1145.0,1160.0
Myanmar,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1406.0,1406.0,1406.0,1406.0,2836.0,3236.0,3883.0,4152.0,4786.0,4692.0,5198.0,5270.0,5596.0,6124.0,6245.0,6678.0,6987.0,7608.0,7718.0,8085.0,8281.0,8460.0,8703.0,9025.0,9037.0,10042.0,10227.0,10848.0,10848.0
Syria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maldives,,,,,,,,,,,,,,3432.0,3432.0,3588.0,3714.0,3714.0,4139.0,4139.0,4696.0,4696.0,5296.0,5296.0,5296.0,5296.0,5296.0,5296.0,8008.0,8008.0,8008.0,8327.0,8327.0,9863.0,9863.0,9863.0,11299.0,11775.0
Libya,294.0,312.0,326.0,326.0,326.0,326.0,326.0,326.0,374.0,492.0,492.0,492.0,507.0,634.0,699.0,699.0,707.0,725.0,808.0,891.0,1181.0,1337.0,1337.0,1461.0,1623.0,1623.0,1623.0,1623.0,1949.0,1949.0,2155.0,2155.0,2338.0,2338.0,2338.0,2338.0,2338.0,3093.0
Guinea-Bissau,,,,,,,,,,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
New Caledonia,1983.0,1983.0,2135.0,2135.0,2320.0,2320.0,2320.0,2320.0,2320.0,2608.0,2608.0,2608.0,2608.0,3002.0,3197.0,3316.0,3399.0,3399.0,3552.0,3552.0,3772.0,3952.0,3952.0,3952.0,3952.0,4456.0,4456.0,4456.0,4456.0,4947.0,4947.0,4947.0,5052.0,5052.0,5213.0,5213.0,5213.0,5213.0
Equatorial Guinea,,854.0,854.0,854.0,854.0,854.0,854.0,854.0,854.0,854.0,854.0,854.0,854.0,854.0,854.0,854.0,854.0,854.0,854.0,854.0,854.0,854.0,854.0,854.0,854.0,854.0,854.0,854.0,854.0,854.0,854.0,854.0,854.0,854.0,854.0,854.0,854.0,854.0
Namibia,301.0,362.0,362.0,362.0,362.0,362.0,362.0,362.0,362.0,362.0,362.0,362.0,362.0,362.0,362.0,499.0,499.0,524.0,524.0,524.0,524.0,590.0,590.0,675.0,704.0,704.0,704.0,704.0,704.0,704.0,704.0,1122.0,1122.0,1122.0,1283.0,1283.0,1511.0,1543.0
Antigua and Barbuda,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,73.0,73.0,73.0,73.0,73.0,73.0,108.0,108.0,108.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,151.0,151.0,151.0,151.0,153.0,153.0,153.0,153.0,183.0
Mongolia,,,,,,,,,,,,,,1077.0,1450.0,1450.0,1554.0,1554.0,6800.0,7130.0,7156.0,7234.0,7292.0,7292.0,7292.0,7292.0,7292.0,7455.0,7672.0,8022.0,8250.0,8250.0,8889.0,8946.0,9093.0,9137.0,9203.0,9600.0
Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.0,481.0,481.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0
Dominica,255.0,255.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,309.0,309.0,309.0,309.0,345.0,345.0,345.0,345.0,345.0,345.0,377.0,377.0,377.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,416.0,416.0,416.0,416.0,416.0
Fiji,,,,,,,,,,,,,,,,,,,,,,900.0,900.0,900.0,1007.0,1007.0,1007.0,1007.0,1007.0,1007.0,1007.0,1007.0,1007.0,1300.0,1300.0,1300.0,1300.0,1300.0
Saint Lucia,,,,,,,,,,,,,,319.0,319.0,319.0,344.0,344.0,364.0,364.0,364.0,364.0,364.0,446.0,446.0,446.0,446.0,446.0,446.0,446.0,446.0,446.0,446.0,446.0,446.0,575.0,620.0,620.0
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,175.0,175.0,175.0,175.0,1406.0,1406.0,1406.0,1406.0,1406.0,1406.0,1406.0,1406.0,1406.0,1406.0,1406.0
Laos,621.0,621.0,765.0,765.0,781.0,781.0,781.0,781.0,903.0,1035.0,1035.0,1094.0,1094.0,1288.0,1288.0,1288.0,1333.0,1349.0,1349.0,1461.0,1461.0,1461.0,1661.0,1735.0,1796.0,1815.0,1917.0,1927.0,2021.0,2165.0,2184.0,2223.0,2418.0,2505.0,2604.0,2733.0,2733.0,3187.0
Curaçao,,,,,,,,,,,,,,230.0,230.0,269.0,286.0,286.0,286.0,286.0,302.0,304.0,304.0,304.0,304.0,304.0,304.0,343.0,343.0,351.0,351.0,351.0,351.0,374.0,374.0,389.0,389.0,389.0
Greenland,542.0,718.0,718.0,752.0,752.0,752.0,752.0,752.0,770.0,770.0,770.0,770.0,770.0,912.0,1019.0,1019.0,1043.0,1043.0,1101.0,1150.0,1150.0,1150.0,1150.0,1200.0,1200.0,1200.0,1200.0,1200.0,1258.0,1271.0,1271.0,1289.0,1294.0,1332.0,1362.0,1394.0,1394.0,1394.0
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,,,,,,,,,,,,,,,,,,,,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0
Mozambique,363.0,363.0,363.0,363.0,424.0,424.0,424.0,424.0,467.0,483.0,483.0,483.0,551.0,793.0,855.0,898.0,952.0,1037.0,1110.0,1163.0,1247.0,1325.0,1439.0,1575.0,1644.0,1688.0,1688.0,1896.0,1896.0,2246.0,2337.0,2466.0,2466.0,2867.0,3041.0,3188.0,3356.0,3356.0
Saint Kitts and Nevis,149.0,149.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,197.0,197.0,205.0,205.0,234.0,234.0,234.0,234.0,247.0,247.0,247.0,257.0,257.0,260.0,260.0,260.0,293.0,293.0,293.0,293.0,294.0,294.0,294.0,294.0,318.0,318.0,327.0,327.0,327.0
Eswatini,,,,,,,,,,,,,,714.0,714.0,714.0,714.0,714.0,714.0,714.0,714.0,714.0,714.0,714.0,714.0,714.0,714.0,714.0,714.0,714.0,714.0,714.0,714.0,714.0,714.0,714.0,714.0,714.0
MS Zaandam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,316.0,316.0,316.0,316.0,371.0,371.0,371.0,371.0,371.0,371.0,438.0,438.0,547.0,716.0,1299.0,2493.0,2626.0,2851.0,3308.0,4159.0,4990.0,5450.0,5450.0,5450.0,6395.0,6834.0,6834.0,7642.0,7642.0,7642.0,7642.0,7642.0,7642.0,7642.0,7642.0,16052.0,16052.0,20537.0
Nepal,1656.0,1656.0,1656.0,1890.0,2122.0,2122.0,2122.0,2122.0,2366.0,2895.0,2895.0,3524.0,4426.0,15800.0,15800.0,15800.0,27471.0,29567.0,29567.0,8773.0,8773.0,9200.0,47497.0,49336.0,51367.0,51367.0,54826.0,57189.0,58871.0,60374.0,61627.0,63102.0,64492.0,64492.0,67066.0,67066.0,70023.0,72239.0
Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3498.0,3498.0,3498.0,3498.0,3498.0,3498.0
Cabo Verde,,,,,,,,,,,,,,,,,,,,,,,791.0,791.0,791.0,791.0,791.0,791.0,791.0,791.0,791.0,791.0,791.0,791.0,791.0,791.0,791.0,791.0
Vatican City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent Grenadines,,,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,87.0,87.0,87.0,87.0,87.0,94.0,99.0,99.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,137.0,137.0,137.0,137.0,137.0,137.0
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botswana,966.0,966.0,966.0,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,2527.0,3441.0,3441.0,3602.0,3602.0,4432.0,4432.0,4432.0,4432.0,4432.0,5023.0,5023.0,5023.0,6016.0,6016.0,6016.0,6548.0,7675.0,7675.0,7675.0,8636.0,8636.0,9066.0,9066.0,9066.0,9540.0
Mauritania,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,258.0,258.0,380.0,380.0,593.0,713.0,713.0,913.0,913.0,913.0,969.0,969.0,969.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1842.0,1842.0,1842.0,1842.0
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montserrat,,,,,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0
St. Barth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belize,102.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,334.0,364.0,364.0,364.0,364.0,567.0,651.0,651.0,651.0,651.0,651.0,651.0,816.0,816.0,816.0,816.0,816.0,936.0,995.0,995.0,1043.0,1043.0,1043.0,1043.0,1043.0,1043.0,1043.0,1043.0,1043.0,1043.0
Turks and Caicos,,,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,62.0,71.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,107.0,107.0,107.0,107.0,109.0,109.0
Bhutan,,,1166.0,1166.0,1166.0,1166.0,1166.0,1166.0,1166.0,1166.0,1166.0,1166.0,1166.0,1166.0,1166.0,7913.0,8107.0,8107.0,8765.0,8765.0,8953.0,8953.0,8953.0,8953.0,9829.0,9865.0,9865.0,10045.0,10101.0,10548.0,10761.0,10980.0,11015.0,11373.0,11492.0,11492.0,11568.0,11655.0
Malawi,,,,,,,,,,,,,231.0,343.0,353.0,417.0,417.0,429.0,429.0,429.0,519.0,519.0,566.0,617.0,617.0,690.0,690.0,744.0,774.0,831.0,831.0,892.0,907.0,907.0,961.0,1112.0,1188.0,1188.0
Gambia,,,,,,,,,,,,,281.0,281.0,281.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,401.0,401.0,401.0,401.0,401.0,401.0,401.0,401.0,401.0,401.0,401.0,562.0,562.0,756.0,756.0,849.0
Sao Tome and Principe,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,175.0,175.0,175.0,175.0,175.0,175.0
Western Sahara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anguilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,132.0,167.0,167.0
Burundi,,,,,,,,,,,,,,,,80.0,80.0,80.0,80.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0
Caribbean Netherlands,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0
Falkland Islands,,,,,,,,,137.0,137.0,137.0,137.0,137.0,137.0,137.0,319.0,319.0,319.0,319.0,319.0,337.0,337.0,353.0,353.0,353.0,353.0,353.0,372.0,372.0,372.0,388.0,388.0,388.0,388.0,388.0,395.0,395.0,402.0
Papua New Guinea,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,167.0,167.0,167.0,167.0,167.0,604.0,604.0,604.0,604.0,604.0,604.0,604.0,604.0,604.0,604.0,604.0,604.0,604.0,2402.0,2402.0,2402.0,2402.0,2402.0,2402.0,2402.0
Saint Pierre Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1247.0,1247.0,1247.0,1247.0,1247.0,1247.0,1247.0,1247.0,1247.0
Timor-Leste,,,,,,,,,,,,,,,,,,,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,322.0,664.0,664.0,664.0,664.0,738.0,738.0,738.0
China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen,,,,,,,,,,,,,,,,,,,,,,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comoros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
